,example_ids,all_SM_preds,all_SMA_preds,all_SM_probs,all_SMA_probs,all_labels
828,828,5,0,"[0.04479203745722771, 0.15330974757671356, 0.14649386703968048, 0.23062606155872345, 0.1499018669128418, 0.2748764455318451]","[0.28405654430389404, 0.23404480516910553, 0.13604171574115753, 0.12411727011203766, 0.07946601510047913, 0.1422736942768097]",1
829,829,5,1,"[0.02499961107969284, 0.1723329871892929, 0.11320851743221283, 0.20906302332878113, 0.22129927575588226, 0.25909656286239624]","[0.16752275824546814, 0.3868304193019867, 0.17664331197738647, 0.1548260897397995, 0.07435348629951477, 0.03982394188642502]",2
830,830,3,3,"[0.0037401325535029173, 0.0679018646478653, 0.0396241694688797, 0.34523656964302063, 0.2796098589897156, 0.2638873755931854]","[0.0038612987846136093, 0.14445239305496216, 0.06225797161459923, 0.29007795453071594, 0.2888636291027069, 0.21048671007156372]",4
831,831,5,4,"[0.01698319986462593, 0.1556660383939743, 0.07670849561691284, 0.18491217494010925, 0.21172285079956055, 0.35400718450546265]","[0.008512159809470177, 0.127800852060318, 0.10152312368154526, 0.2547726333141327, 0.29912668466567993, 0.2082645744085312]",1
832,832,5,1,"[0.02192698046565056, 0.14193342626094818, 0.0911269411444664, 0.19171378016471863, 0.26495474576950073, 0.2883440852165222]","[0.066977858543396, 0.2994251847267151, 0.16593903303146362, 0.24244549870491028, 0.15170831978321075, 0.07350409030914307]",1
833,833,5,4,"[0.02520034834742546, 0.1428775191307068, 0.09381163865327835, 0.2159125804901123, 0.21893060207366943, 0.30326730012893677]","[0.014627919532358646, 0.1379835456609726, 0.0863044410943985, 0.24435782432556152, 0.28519758582115173, 0.23152869939804077]",3
834,834,1,1,"[0.05955022573471069, 0.24126365780830383, 0.137605220079422, 0.20956826210021973, 0.1428055465221405, 0.20920704305171967]","[0.08196188509464264, 0.3986060917377472, 0.16848735511302948, 0.18615560233592987, 0.09193343669176102, 0.07285568118095398]",3
835,835,5,3,"[0.020504755899310112, 0.12948326766490936, 0.08157267421483994, 0.18837060034275055, 0.18628786504268646, 0.3937808573246002]","[0.02128630317747593, 0.15755262970924377, 0.14511702954769135, 0.2314571738243103, 0.22591054439544678, 0.2186763435602188]",5
836,836,5,3,"[0.03743084892630577, 0.14662505686283112, 0.10277948528528214, 0.22010764479637146, 0.1451239436864853, 0.34793296456336975]","[0.026812734082341194, 0.1776202768087387, 0.17517417669296265, 0.3661021888256073, 0.17450186610221863, 0.0797886773943901]",3
837,837,5,1,"[0.029817279428243637, 0.14831233024597168, 0.07685847580432892, 0.16113293170928955, 0.1976948082447052, 0.3861841857433319]","[0.10688189417123795, 0.31155985593795776, 0.10986952483654022, 0.13905175030231476, 0.14148639142513275, 0.19115063548088074]",5
838,838,5,5,"[0.029941093176603317, 0.15829913318157196, 0.12154754251241684, 0.21229974925518036, 0.18755792081356049, 0.29035449028015137]","[0.016894029453396797, 0.1763051450252533, 0.06110084801912308, 0.12403834611177444, 0.2242131531238556, 0.39744848012924194]",2
839,839,5,1,"[0.02343064546585083, 0.11927012354135513, 0.1054261103272438, 0.2132163792848587, 0.2340608537197113, 0.304595947265625]","[0.08927655965089798, 0.22441919147968292, 0.17196767032146454, 0.20587553083896637, 0.1755204200744629, 0.13294053077697754]",5
840,840,5,4,"[0.041502438485622406, 0.13501878082752228, 0.14059200882911682, 0.20583811402320862, 0.23155340552330017, 0.24549530446529388]","[0.02027556672692299, 0.10368409007787704, 0.13929860293865204, 0.29105034470558167, 0.2967092990875244, 0.14898206293582916]",4
841,841,5,5,"[0.019225692376494408, 0.17345388233661652, 0.11648436635732651, 0.18458227813243866, 0.1468868851661682, 0.35936689376831055]","[0.013498807325959206, 0.11691868305206299, 0.09325090795755386, 0.2309599667787552, 0.2676280438899994, 0.2777435779571533]",0
842,842,5,1,"[0.03065001778304577, 0.17276765406131744, 0.11693056672811508, 0.20889362692832947, 0.18751747906208038, 0.2832406163215637]","[0.25701555609703064, 0.28053027391433716, 0.2406551092863083, 0.1417778879404068, 0.050883542746305466, 0.029137583449482918]",4
843,843,5,1,"[0.0343603789806366, 0.22135888040065765, 0.12639065086841583, 0.18625415861606598, 0.1559545397758484, 0.27568137645721436]","[0.03952283784747124, 0.23654703795909882, 0.1601114124059677, 0.20334938168525696, 0.17740334570407867, 0.1830659806728363]",5
844,844,5,1,"[0.015274078585207462, 0.214008167386055, 0.07711202651262283, 0.182475745677948, 0.2053910195827484, 0.30573898553848267]","[0.19165608286857605, 0.32660973072052, 0.2025490254163742, 0.1439039558172226, 0.08000470697879791, 0.05527645722031593]",3
845,845,5,1,"[0.01927073299884796, 0.2133723944425583, 0.0811246857047081, 0.18300996720790863, 0.21995972096920013, 0.2832625210285187]","[0.0693451315164566, 0.3135751485824585, 0.15942417085170746, 0.19232161343097687, 0.16277633607387543, 0.10255762189626694]",1
846,846,3,3,"[0.010170440189540386, 0.05587540566921234, 0.08772885799407959, 0.3563922345638275, 0.22829513251781464, 0.2615378797054291]","[0.007204276509582996, 0.10431154817342758, 0.10739237070083618, 0.30639058351516724, 0.26237988471984863, 0.21232129633426666]",5
847,847,5,1,"[0.023182200267910957, 0.1866137981414795, 0.11117743700742722, 0.17975743114948273, 0.2144339382648468, 0.2848351299762726]","[0.0758230909705162, 0.2700175344944, 0.18863622844219208, 0.2024179995059967, 0.15304242074489594, 0.11006277054548264]",4
848,848,5,4,"[0.018094243481755257, 0.1586369425058365, 0.07587005943059921, 0.2114545702934265, 0.23910577595233917, 0.2968384921550751]","[0.00958138145506382, 0.11364974826574326, 0.10636256635189056, 0.2702525854110718, 0.28092169761657715, 0.21923203766345978]",3
849,849,5,1,"[0.028674867004156113, 0.19817735254764557, 0.10211298614740372, 0.1847945600748062, 0.16973811388015747, 0.31650209426879883]","[0.0964130237698555, 0.30736473202705383, 0.1676183044910431, 0.19211561977863312, 0.12338169664144516, 0.1131066381931305]",4
850,850,5,1,"[0.03447386622428894, 0.21017353236675262, 0.1006174311041832, 0.16144581139087677, 0.16146381199359894, 0.3318255841732025]","[0.08464932441711426, 0.3032630681991577, 0.15891365706920624, 0.20096635818481445, 0.1456356793642044, 0.10657191276550293]",2
851,851,5,1,"[0.021616287529468536, 0.13239267468452454, 0.12320921570062637, 0.24319791793823242, 0.20229332149028778, 0.27729055285453796]","[0.16310612857341766, 0.27989763021469116, 0.1328599452972412, 0.14652451872825623, 0.11674706637859344, 0.16086474061012268]",1
852,852,5,4,"[0.02195906639099121, 0.11632245779037476, 0.09195110946893692, 0.20556952059268951, 0.23180945217609406, 0.33238837122917175]","[0.006369459442794323, 0.09531140327453613, 0.07075481116771698, 0.20920324325561523, 0.34137052297592163, 0.2769905626773834]",4
853,853,5,4,"[0.022770263254642487, 0.09882084280252457, 0.07275880873203278, 0.26058119535446167, 0.24319037795066833, 0.3018784523010254]","[0.023308932781219482, 0.14431923627853394, 0.08077100664377213, 0.22608785331249237, 0.28990957140922546, 0.23560337722301483]",4
854,854,3,4,"[0.017929447814822197, 0.11679740995168686, 0.08706176280975342, 0.2731459438800812, 0.24712315201759338, 0.2579422891139984]","[0.0047018337063491344, 0.11138878762722015, 0.05332706868648529, 0.2299923598766327, 0.3013390600681305, 0.29925084114074707]",1
855,855,5,1,"[0.005947540979832411, 0.08235784620046616, 0.047972049564123154, 0.30017608404159546, 0.2549970746040344, 0.3085493743419647]","[0.049553435295820236, 0.2651600241661072, 0.15876898169517517, 0.23611025512218475, 0.14527778327465057, 0.14512953162193298]",3
856,856,3,1,"[0.055195152759552, 0.13478489220142365, 0.12756992876529694, 0.25725945830345154, 0.16812366247177124, 0.257066935300827]","[0.2103421837091446, 0.2895665466785431, 0.09095042943954468, 0.1149546355009079, 0.10349997878074646, 0.19068625569343567]",0
857,857,5,3,"[0.0617925263941288, 0.14642199873924255, 0.10529518127441406, 0.23447133600711823, 0.1775614470243454, 0.27445754408836365]","[0.09549058228731155, 0.18345582485198975, 0.25486090779304504, 0.28763875365257263, 0.11926475167274475, 0.059289176017045975]",2
858,858,5,1,"[0.02474309131503105, 0.13101699948310852, 0.06030254811048508, 0.17246957123279572, 0.21353764832019806, 0.3979300856590271]","[0.10805098712444305, 0.3577888011932373, 0.1480792611837387, 0.17375972867012024, 0.12089403718709946, 0.09142717719078064]",1
859,859,1,1,"[0.1320122480392456, 0.39960160851478577, 0.16589447855949402, 0.14905014634132385, 0.10525189340114594, 0.0481896847486496]","[0.16564878821372986, 0.43791788816452026, 0.1396910399198532, 0.148001566529274, 0.08810974657535553, 0.02063104510307312]",1
860,860,5,3,"[0.024132994934916496, 0.08099737018346786, 0.10618136078119278, 0.2608066499233246, 0.261794775724411, 0.2660868465900421]","[0.05913049727678299, 0.16632987558841705, 0.17633718252182007, 0.22295215725898743, 0.20939137041568756, 0.1658589094877243]",4
861,861,5,2,"[0.0539780855178833, 0.203379824757576, 0.08948390930891037, 0.1612197309732437, 0.178984597325325, 0.3129538595676422]","[0.14797386527061462, 0.2306751310825348, 0.268012672662735, 0.1940799206495285, 0.10490138828754425, 0.05435701459646225]",0
862,862,5,1,"[0.03060920722782612, 0.18794211745262146, 0.11706986278295517, 0.2100025862455368, 0.18470534682273865, 0.26967087388038635]","[0.07694844156503677, 0.26287370920181274, 0.1798359751701355, 0.21222922205924988, 0.14242799580097198, 0.12568464875221252]",4
863,863,5,1,"[0.02889447659254074, 0.24668850004673004, 0.08170033246278763, 0.17198295891284943, 0.1782321333885193, 0.29250162839889526]","[0.08560449630022049, 0.30878737568855286, 0.19061379134655, 0.2231445163488388, 0.11558397114276886, 0.07626581192016602]",1
864,864,3,4,"[0.09071189910173416, 0.1521807760000229, 0.1468948870897293, 0.22125126421451569, 0.1933497041463852, 0.19561149179935455]","[0.043598733842372894, 0.15314871072769165, 0.12439798563718796, 0.24880309402942657, 0.2644955515861511, 0.16555586457252502]",5
865,865,5,3,"[0.025091400370001793, 0.15699487924575806, 0.08034706860780716, 0.15808510780334473, 0.17873162031173706, 0.40074992179870605]","[0.05397501587867737, 0.23074713349342346, 0.19879275560379028, 0.25990328192710876, 0.16121366620063782, 0.09536821395158768]",4
866,866,5,1,"[0.02696019597351551, 0.156550332903862, 0.10247179865837097, 0.22526919841766357, 0.19955579936504364, 0.28919270634651184]","[0.12712526321411133, 0.30849313735961914, 0.22855427861213684, 0.2113875150680542, 0.09003061056137085, 0.03440920263528824]",3
867,867,5,5,"[0.012488399632275105, 0.10212364792823792, 0.0872938334941864, 0.27524566650390625, 0.23319557309150696, 0.28965285420417786]","[0.0024181229528039694, 0.06701929122209549, 0.021559739485383034, 0.11445223540067673, 0.3398292362689972, 0.4547214210033417]",4
868,868,5,3,"[0.0338786281645298, 0.16299143433570862, 0.11345501244068146, 0.19490143656730652, 0.18996095657348633, 0.30481261014938354]","[0.04452778398990631, 0.20537249743938446, 0.19113844633102417, 0.20657391846179962, 0.1838608831167221, 0.1685265302658081]",4
869,869,3,4,"[0.019327936694025993, 0.08985846489667892, 0.09410833567380905, 0.2747421860694885, 0.26441702246665955, 0.25754600763320923]","[0.0042541371658444405, 0.06981469690799713, 0.05728767439723015, 0.1977050006389618, 0.3409462869167328, 0.3299922049045563]",3
870,870,5,4,"[0.028524110093712807, 0.11745115369558334, 0.0958806574344635, 0.24720613658428192, 0.2090425342321396, 0.301895409822464]","[0.0183161161839962, 0.14855103194713593, 0.10158524662256241, 0.24071860313415527, 0.262523889541626, 0.2283051311969757]",3
871,871,5,1,"[0.01535814069211483, 0.1655324399471283, 0.09863182157278061, 0.18567129969596863, 0.11348826438188553, 0.42131802439689636]","[0.09108671545982361, 0.2816867530345917, 0.20932723581790924, 0.19599074125289917, 0.09706073254346848, 0.12484782189130783]",1
872,872,0,0,"[0.4979749917984009, 0.2251492589712143, 0.07385078817605972, 0.08404294401407242, 0.0519782155752182, 0.06700380891561508]","[0.49460047483444214, 0.20353829860687256, 0.11429151147603989, 0.09579489380121231, 0.050167184323072433, 0.04160772264003754]",0
873,873,3,3,"[0.0611552856862545, 0.14471767842769623, 0.1321546733379364, 0.3023146390914917, 0.16463814675807953, 0.19501960277557373]","[0.06050203740596771, 0.21697677671909332, 0.15080368518829346, 0.2596204876899719, 0.1609959602355957, 0.15110096335411072]",3
874,874,5,5,"[0.02850263938307762, 0.12279277294874191, 0.12345109134912491, 0.22044357657432556, 0.1844072937965393, 0.32040268182754517]","[0.011388229206204414, 0.09028202295303345, 0.09544414281845093, 0.21696984767913818, 0.2915950119495392, 0.2943207621574402]",3
875,875,1,1,"[0.09673810005187988, 0.4272442162036896, 0.12825985252857208, 0.17351306974887848, 0.11301577091217041, 0.06122899055480957]","[0.11249646544456482, 0.43516266345977783, 0.14122779667377472, 0.17533071339130402, 0.10680791735649109, 0.028974497690796852]",4
876,876,5,4,"[0.019796723499894142, 0.10179160535335541, 0.09393731504678726, 0.2583790123462677, 0.2401139736175537, 0.28598135709762573]","[0.04115738719701767, 0.19680842757225037, 0.09129951894283295, 0.23082156479358673, 0.2450164258480072, 0.19489668309688568]",2
877,877,5,3,"[0.024829726666212082, 0.1569334715604782, 0.10384723544120789, 0.23747356235980988, 0.21369428932666779, 0.2632216215133667]","[0.008343828842043877, 0.09356982260942459, 0.12740370631217957, 0.3928301930427551, 0.2566300928592682, 0.12122239917516708]",2
878,878,3,1,"[0.07029927521944046, 0.17016226053237915, 0.15060877799987793, 0.2519283890724182, 0.13771797716617584, 0.21928328275680542]","[0.1858404129743576, 0.2669125199317932, 0.18866601586341858, 0.18448467552661896, 0.08667033910751343, 0.08742602169513702]",2
879,879,5,4,"[0.022932954132556915, 0.11923996359109879, 0.08953829109668732, 0.22515839338302612, 0.21936872601509094, 0.3237617015838623]","[0.010785096324980259, 0.1122576892375946, 0.12286139279603958, 0.2299458235502243, 0.26931923627853394, 0.25483083724975586]",4
880,880,5,3,"[0.012185759842395782, 0.12388332933187485, 0.07521234452724457, 0.19162337481975555, 0.23163752257823944, 0.3654576241970062]","[0.006903139408677816, 0.1485247015953064, 0.12354692816734314, 0.30729541182518005, 0.28400933742523193, 0.12972043454647064]",4
881,881,4,4,"[0.01851937174797058, 0.19617296755313873, 0.06351791322231293, 0.21303941309452057, 0.25511062145233154, 0.25363969802856445]","[0.014550195075571537, 0.20796138048171997, 0.07702653855085373, 0.23270055651664734, 0.276950478553772, 0.19081084430217743]",1
882,882,5,3,"[0.05900086089968681, 0.15496611595153809, 0.10674209147691727, 0.17932185530662537, 0.17372286319732666, 0.3262461721897125]","[0.06379379332065582, 0.13125962018966675, 0.2699199616909027, 0.27679795026779175, 0.15881246328353882, 0.09941623359918594]",0
883,883,5,4,"[0.025088949128985405, 0.10301733762025833, 0.08273079991340637, 0.25193095207214355, 0.23567821085453033, 0.30155375599861145]","[0.01862010546028614, 0.11289918422698975, 0.08520666509866714, 0.24977220594882965, 0.3036757707595825, 0.22982604801654816]",5
884,884,5,5,"[0.015275922603905201, 0.11980310827493668, 0.07233376055955887, 0.18715053796768188, 0.2335437536239624, 0.37189289927482605]","[0.012843216769397259, 0.17459185421466827, 0.07129812985658646, 0.17568257451057434, 0.2713050842285156, 0.2942791283130646]",4
885,885,5,1,"[0.06334293633699417, 0.17623993754386902, 0.14494803547859192, 0.1933523565530777, 0.19814394414424896, 0.22397279739379883]","[0.09674687683582306, 0.31210577487945557, 0.13719035685062408, 0.1451374590396881, 0.1384582668542862, 0.17036128044128418]",3
886,886,5,5,"[0.04334897920489311, 0.14397761225700378, 0.13363559544086456, 0.1845172494649887, 0.18920886516571045, 0.30531173944473267]","[0.02953583374619484, 0.14870710670948029, 0.1378045231103897, 0.21616393327713013, 0.21866878867149353, 0.249119833111763]",5
887,887,5,3,"[0.007715319748967886, 0.07748100161552429, 0.058923617005348206, 0.18424345552921295, 0.2981431782245636, 0.3734934329986572]","[0.03185293450951576, 0.24470382928848267, 0.1452062427997589, 0.2714635729789734, 0.17207151651382446, 0.13470187783241272]",3
888,888,3,3,"[0.0641922652721405, 0.13083617389202118, 0.12132525444030762, 0.2899642288684845, 0.17981766164302826, 0.21386444568634033]","[0.012587141245603561, 0.09456993639469147, 0.10775543749332428, 0.3468138873577118, 0.2672061324119568, 0.17106741666793823]",2
889,889,5,1,"[0.04803306609392166, 0.1881098598241806, 0.115561343729496, 0.1896272450685501, 0.19840557873249054, 0.2602628767490387]","[0.13089142739772797, 0.28395670652389526, 0.21309620141983032, 0.17229542136192322, 0.11725872755050659, 0.08250149339437485]",1
890,890,5,3,"[0.004574681166559458, 0.05684230104088783, 0.04934024065732956, 0.21982170641422272, 0.3041025698184967, 0.36531853675842285]","[0.005309192929416895, 0.11028267443180084, 0.07827156782150269, 0.2925526201725006, 0.28469958901405334, 0.22888438403606415]",4
